database,description
phenotype_Human_Phenotype_Ontology,Female infertility
phenotype_Human_Phenotype_Ontology,Short upper lip
phenotype_Human_Phenotype_Ontology,Hypolipoproteinemia
phenotype_Human_Phenotype_Ontology,Fatigable weakness of skeletal muscles
phenotype_Human_Phenotype_Ontology,Limb dystonia
phenotype_Human_Phenotype_Ontology,Facial hypotonia
phenotype_Human_Phenotype_Ontology,Inappropriate behavior
phenotype_Human_Phenotype_Ontology,Abnormality of the dentate nucleus
phenotype_Human_Phenotype_Ontology,Cervical ribs
phenotype_Human_Phenotype_Ontology,Painless fractures due to injury
phenotype_Human_Phenotype_Ontology,Abnormal glomerular filtration rate
phenotype_Human_Phenotype_Ontology,Decreased glomerular filtration rate
phenotype_Human_Phenotype_Ontology,Renal magnesium wasting
phenotype_Human_Phenotype_Ontology,EMG: neuropathic changes
phenotype_Human_Phenotype_Ontology,Cholestatic liver disease
phenotype_Human_Phenotype_Ontology,Abnormal circulating estrogen level
phenotype_Human_Phenotype_Ontology,Abnormal serum estradiol
phenotype_Human_Phenotype_Ontology,Cervical myelopathy
phenotype_Human_Phenotype_Ontology,Abnormal circulating luteinizing hormone level
phenotype_Human_Phenotype_Ontology,Pulverulent cataract
phenotype_Human_Phenotype_Ontology,Aplasia of the phalanges of the hand
phenotype_Human_Phenotype_Ontology,Aplasia involving bones of the upper limbs
phenotype_Human_Phenotype_Ontology,Adenocarcinoma of the intestines
phenotype_Human_Phenotype_Ontology,Elevated circulating luteinizing hormone level
phenotype_Human_Phenotype_Ontology,Abdominal obesity
phenotype_Human_Phenotype_Ontology,Dysplastic corpus callosum
phenotype_Human_Phenotype_Ontology,Adrenocortical abnormality
phenotype_Human_Phenotype_Ontology,Erythema nodosum
phenotype_Human_Phenotype_Ontology,Juvenile myelomonocytic leukemia
phenotype_Human_Phenotype_Ontology,Interstitial pneumonitis
phenotype_Human_Phenotype_Ontology,Peripheral hypermyelination
phenotype_Human_Phenotype_Ontology,Ventricular tachycardia
phenotype_Human_Phenotype_Ontology,Premature coronary artery atherosclerosis
phenotype_Human_Phenotype_Ontology,Torsade de pointes
phenotype_Human_Phenotype_Ontology,Medial flaring of the eyebrow
phenotype_Human_Phenotype_Ontology,Tritanomaly
phenotype_Human_Phenotype_Ontology,Biliary atresia
phenotype_Human_Phenotype_Ontology,Nemaline bodies
phenotype_Human_Phenotype_Ontology,Enlargement of the ankles
phenotype_Human_Phenotype_Ontology,Pseudobulbar behavioral symptoms
phenotype_Human_Phenotype_Ontology,Optic neuritis
phenotype_Human_Phenotype_Ontology,Myelopathy
phenotype_Human_Phenotype_Ontology,Dysostosis multiplex
phenotype_Human_Phenotype_Ontology,Sparse bone trabeculae
phenotype_Human_Phenotype_Ontology,Bulging epiphyses
phenotype_Human_Phenotype_Ontology,Temperature instability
phenotype_Human_Phenotype_Ontology,Anterior open bite
phenotype_Human_Phenotype_Ontology,Abnormality of glycosphingolipid metabolism
phenotype_Human_Phenotype_Ontology,Abnormality of liposaccharide metabolism
phenotype_Human_Phenotype_Ontology,Abnormality of glycolipid metabolism
phenotype_Human_Phenotype_Ontology,Spastic/hyperactive bladder
phenotype_Human_Phenotype_Ontology,Elevated circulating follicle stimulating hormone level
phenotype_Human_Phenotype_Ontology,Tricuspid valve prolapse
phenotype_Human_Phenotype_Ontology,Decreased T cell activation
phenotype_Human_Phenotype_Ontology,Abnormal T cell activation
phenotype_Human_Phenotype_Ontology,Movement abnormality of the tongue
phenotype_Human_Phenotype_Ontology,Renal corticomedullary cysts
phenotype_Human_Phenotype_Ontology,Nephroblastoma
phenotype_Human_Phenotype_Ontology,Abnormality of ganglioside metabolism
phenotype_Human_Phenotype_Ontology,EMG: chronic denervation signs
phenotype_Human_Phenotype_Ontology,Decreased circulating aldosterone level
phenotype_Human_Phenotype_Ontology,Teratoma
phenotype_Human_Phenotype_Ontology,Chronic hepatic failure
phenotype_Human_Phenotype_Ontology,Proximal renal tubular acidosis
phenotype_Human_Phenotype_Ontology,Thickened ribs
phenotype_Human_Phenotype_Ontology,Y-linked inheritance
phenotype_Human_Phenotype_Ontology,Compensated hypothyroidism
phenotype_Human_Phenotype_Ontology,Aplasia of the middle phalanx of the hand
phenotype_Human_Phenotype_Ontology,Widely patent fontanelles and sutures
phenotype_Human_Phenotype_Ontology,Perineal hypospadias
phenotype_Human_Phenotype_Ontology,Hemeralopia
phenotype_Human_Phenotype_Ontology,Achalasia
phenotype_Human_Phenotype_Ontology,Ineffective esophageal peristalsis
phenotype_Human_Phenotype_Ontology,Enlargement of the wrists
phenotype_Human_Phenotype_Ontology,Transient global amnesia
phenotype_Human_Phenotype_Ontology,C1-C2 vertebral abnormality
phenotype_Human_Phenotype_Ontology,Broad metatarsal
phenotype_Human_Phenotype_Ontology,Abnormal rapid eye movement sleep
phenotype_Human_Phenotype_Ontology,Adrenocortical adenoma
phenotype_Human_Phenotype_Ontology,Lower limb hypertonia
phenotype_Human_Phenotype_Ontology,Undetectable light- and dark-adapted electroretinogram
phenotype_Human_Phenotype_Ontology,Increased serum serotonin
phenotype_Human_Phenotype_Ontology,Moderate global developmental delay
phenotype_Human_Phenotype_Ontology,Aplasia involving bones of the extremities
phenotype_Human_Phenotype_Ontology,Odontogenic neoplasm
phenotype_Human_Phenotype_Ontology,Difficulty standing
phenotype_Human_Phenotype_Ontology,Elevated alkaline phosphatase of bone origin
phenotype_Human_Phenotype_Ontology,Aplasia/Hypoplasia of the 4th metacarpal
phenotype_Human_Phenotype_Ontology,Short 4th metacarpal
phenotype_Human_Phenotype_Ontology,Pulmonary carcinoid tumor
phenotype_Human_Phenotype_Ontology,Normocytic anemia
phenotype_Human_Phenotype_Ontology,Cardiomyopathy
phenotype_Human_Phenotype_Ontology,Abnormality of the intervertebral disk
phenotype_Human_Phenotype_Ontology,Preaxial polydactyly
phenotype_Human_Phenotype_Ontology,Cavernous hemangioma
phenotype_Human_Phenotype_Ontology,Progressive macrocephaly
phenotype_Human_Phenotype_Ontology,Abnormality of blood circulation
phenotype_Human_Phenotype_Ontology,Abnormal myocardium morphology
phenotype_Human_Phenotype_Ontology,Ventricular preexcitation
phenotype_Human_Phenotype_Ontology,Optic nerve hypoplasia
phenotype_Human_Phenotype_Ontology,Homocystinuria
phenotype_Human_Phenotype_Ontology,Abnormality of homocysteine metabolism
phenotype_Human_Phenotype_Ontology,Aplasia/Hypoplasia involving the sinuses
phenotype_Human_Phenotype_Ontology,Abnormality of the epiphyses of the phalanges of the hand
phenotype_Human_Phenotype_Ontology,Esophageal varix
phenotype_Human_Phenotype_Ontology,Lipid accumulation in hepatocytes
phenotype_Human_Phenotype_Ontology,Storage in hepatocytes
phenotype_Human_Phenotype_Ontology,Gastrointestinal hemorrhage
phenotype_Human_Phenotype_Ontology,Ventricular hypertrophy
phenotype_Human_Phenotype_Ontology,Aplasia/Hypoplasia of the optic nerve
phenotype_Human_Phenotype_Ontology,Preaxial hand polydactyly
phenotype_Human_Phenotype_Ontology,Disturbance of facial expression
phenotype_Human_Phenotype_Ontology,Increased serum lactate
phenotype_Human_Phenotype_Ontology,Hepatic steatosis
phenotype_Human_Phenotype_Ontology,Corneal erosion
phenotype_Human_Phenotype_Ontology,Retinal telangiectasia
phenotype_Human_Phenotype_Ontology,Pyloric stenosis
phenotype_Human_Phenotype_Ontology,Coma
phenotype_Human_Phenotype_Ontology,Ketosis
phenotype_Human_Phenotype_Ontology,Gaze-evoked horizontal nystagmus
phenotype_Human_Phenotype_Ontology,Abnormality of complement system
phenotype_Human_Phenotype_Ontology,Hypotrichosis
phenotype_Human_Phenotype_Ontology,Morphological abnormality of the middle ear
phenotype_Human_Phenotype_Ontology,Volvulus
phenotype_Human_Phenotype_Ontology,Fused cervical vertebrae
phenotype_Human_Phenotype_Ontology,Muscle hypertrophy of the lower extremities
phenotype_Human_Phenotype_Ontology,Calcium oxalate nephrolithiasis
phenotype_Human_Phenotype_Ontology,Abnormality of pulmonary circulation
phenotype_Human_Phenotype_Ontology,Wolff-Parkinson-White syndrome
phenotype_Human_Phenotype_Ontology,Renal Fanconi syndrome
phenotype_Human_Phenotype_Ontology,Aplasia/Hypoplasia of the distal phalanges of the toes
phenotype_Human_Phenotype_Ontology,Fetal ultrasound soft marker
phenotype_Human_Phenotype_Ontology,Abnormality of methionine metabolism
phenotype_Human_Phenotype_Ontology,Palmoplantar hyperhidrosis
phenotype_Human_Phenotype_Ontology,Sudden death
phenotype_Human_Phenotype_Ontology,Neonatal respiratory distress
phenotype_Human_Phenotype_Ontology,Leukodystrophy
phenotype_Human_Phenotype_Ontology,Connective tissue nevi
phenotype_Human_Phenotype_Ontology,Calf muscle hypertrophy
phenotype_Human_Phenotype_Ontology,Lethargy
phenotype_Human_Phenotype_Ontology,Internal hemorrhage
phenotype_Human_Phenotype_Ontology,Uveal melanoma
phenotype_Human_Phenotype_Ontology,Abnormality of cholesterol metabolism
phenotype_Human_Phenotype_Ontology,Calcium nephrolithiasis
phenotype_Human_Phenotype_Ontology,Aplasia/Hypoplasia of the phalanges of the toes
phenotype_Human_Phenotype_Ontology,Abnormality of renal resorption
phenotype_Human_Phenotype_Ontology,Pulmonary arterial hypertension
phenotype_Human_Phenotype_Ontology,Elevated pulmonary artery pressure
phenotype_Human_Phenotype_Ontology,Agenesis of permanent teeth
phenotype_Human_Phenotype_Ontology,Abnormal number of permanent teeth
phenotype_Human_Phenotype_Ontology,Vertebral fusion
phenotype_Human_Phenotype_Ontology,Abnormality of nitrogen compound homeostasis
phenotype_Human_Phenotype_Ontology,Hemiparesis
phenotype_Human_Phenotype_Ontology,Pseudoarthrosis
phenotype_Human_Phenotype_Ontology,Vitreous hemorrhage
phenotype_Human_Phenotype_Ontology,Heart block
phenotype_Human_Phenotype_Ontology,Breathing dysregulation
phenotype_Human_Phenotype_Ontology,Aplasia/Hypoplasia affecting the fundus
phenotype_Human_Phenotype_Ontology,Distal sensory impairment of all modalities
phenotype_Human_Phenotype_Ontology,Cardiac conduction abnormality
phenotype_Human_Phenotype_Ontology,Pseudobulbar signs
phenotype_Human_Phenotype_Ontology,Abnormality of long-chain fatty-acid metabolism
phenotype_Human_Phenotype_Ontology,Aplasia/Hypoplasia of the distal phalanx of the hallux
phenotype_Human_Phenotype_Ontology,Decreased plasma carnitine
phenotype_Human_Phenotype_Ontology,Abnormality of fatty-acid anion metabolism
phenotype_Human_Phenotype_Ontology,Abnormality of carnitine metabolism
phenotype_Human_Phenotype_Ontology,Capitate-hamate fusion
phenotype_Human_Phenotype_Ontology,Abnormality of the hamate bone
phenotype_Human_Phenotype_Ontology,Abnormality of the capitate bone
phenotype_Human_Phenotype_Ontology,Abnormality of the mediastinum
phenotype_Human_Phenotype_Ontology,Abnormality of the thoracic cavity
phenotype_Human_Phenotype_Ontology,Mesoaxial polydactyly
phenotype_Human_Phenotype_Ontology,Decreased activity of mitochondrial complex I
phenotype_Human_Phenotype_Ontology,Gray matter heterotopias
phenotype_Human_Phenotype_Ontology,Abnormal metacarpal morphology
phenotype_Human_Phenotype_Ontology,Prominent antihelix
phenotype_Human_Phenotype_Ontology,Emotional lability
phenotype_Human_Phenotype_Ontology,Renal malrotation
phenotype_Human_Phenotype_Ontology,Corneal ulceration
phenotype_Human_Phenotype_Ontology,X-linked dominant inheritance
phenotype_Human_Phenotype_Ontology,Abnormality of the diencephalon
phenotype_Human_Phenotype_Ontology,Mutism
phenotype_Human_Phenotype_Ontology,Pancreatic calcification
phenotype_Human_Phenotype_Ontology,Cystoid macular edema
phenotype_Human_Phenotype_Ontology,Exercise intolerance
phenotype_Human_Phenotype_Ontology,Orthokeratosis
phenotype_Human_Phenotype_Ontology,Hypoplastic nipples
phenotype_Human_Phenotype_Ontology,Hypoplasia of the femoral head
phenotype_Human_Phenotype_Ontology,Abnormality of the femoral metaphysis
phenotype_Human_Phenotype_Ontology,Abnormality of lower-limb metaphyses
phenotype_Human_Phenotype_Ontology,Tongue nodules
phenotype_Human_Phenotype_Ontology,Atrophic scars
phenotype_Human_Phenotype_Ontology,Right bundle branch block
phenotype_Human_Phenotype_Ontology,Aplasia of metacarpal bones
phenotype_Human_Phenotype_Ontology,Agammaglobulinemia
phenotype_Human_Phenotype_Ontology,Decreased waist to hip ratio
phenotype_Human_Phenotype_Ontology,Conjunctivitis
phenotype_Human_Phenotype_Ontology,Red eye
phenotype_Human_Phenotype_Ontology,Deviation of the hallux
phenotype_Human_Phenotype_Ontology,Mitochondrial respiratory chain defects
phenotype_Human_Phenotype_Ontology,Abnormality of the periungual region
phenotype_Human_Phenotype_Ontology,Accessory oral frenulum
phenotype_Human_Phenotype_Ontology,Recurrent Neisserial infections
phenotype_Human_Phenotype_Ontology,Digenic inheritance
phenotype_Human_Phenotype_Ontology,Abnormal oral frenulum morphology
phenotype_Human_Phenotype_Ontology,Juvenile rheumatoid arthritis
phenotype_Human_Phenotype_Ontology,Mediastinal lymphadenopathy
phenotype_Human_Phenotype_Ontology,Hallux valgus
phenotype_Human_Phenotype_Ontology,CNS infection
phenotype_Human_Phenotype_Ontology,Neck muscle weakness
phenotype_Human_Phenotype_Ontology,Left bundle branch block
phenotype_Human_Phenotype_Ontology,Prolonged neonatal jaundice
phenotype_Human_Phenotype_Ontology,Abnormal mitochondrial morphology
phenotype_Human_Phenotype_Ontology,Abnormal tarsal ossification
phenotype_Human_Phenotype_Ontology,Spondylolisthesis
phenotype_Human_Phenotype_Ontology,Fingerprint intracellular accumulation of autofluorescent lipopigment storage material
phenotype_Human_Phenotype_Ontology,Abnormal levels of creatine kinase in blood
phenotype_Human_Phenotype_Ontology,Accessory spleen
phenotype_Human_Phenotype_Ontology,Pseudobulbar paralysis
phenotype_Human_Phenotype_Ontology,Abnormal myelination
phenotype_Human_Phenotype_Ontology,Abnormal nasal base
phenotype_Human_Phenotype_Ontology,Hip osteoarthritis
phenotype_Human_Phenotype_Ontology,Intracellular accumulation of autofluorescent lipopigment storage material
phenotype_Human_Phenotype_Ontology,Bone marrow hypocellularity
phenotype_Human_Phenotype_Ontology,Abnormality of olfactory lobe morphology
phenotype_Human_Phenotype_Ontology,Right ventricular failure
phenotype_Human_Phenotype_Ontology,Postural instability
phenotype_Human_Phenotype_Ontology,Abnormality of circulating enzyme level
phenotype_Human_Phenotype_Ontology,Dilated cardiomyopathy
phenotype_Human_Phenotype_Ontology,Small hand
phenotype_Human_Phenotype_Ontology,Hyperhomocystinemia
phenotype_Human_Phenotype_Ontology,Abnormality on pulmonary function testing
phenotype_Human_Phenotype_Ontology,Aplasia of the semicircular canal
phenotype_Human_Phenotype_Ontology,Abnormal basal ganglia MRI signal intensity
phenotype_Human_Phenotype_Ontology,Cone-shaped epiphyses of the phalanges of the hand
phenotype_Human_Phenotype_Ontology,Abnormality of urine homeostasis
phenotype_Human_Phenotype_Ontology,Abnormality of fundus pigmentation
phenotype_Human_Phenotype_Ontology,Heterotopia
phenotype_Human_Phenotype_Ontology,Subependymal cysts
phenotype_Human_Phenotype_Ontology,Ocular albinism
phenotype_Human_Phenotype_Ontology,Pigmentary retinopathy
phenotype_Human_Phenotype_Ontology,Abnormality of coagulation
phenotype_Human_Phenotype_Ontology,Hematochezia
phenotype_Human_Phenotype_Ontology,Glycosuria
phenotype_Human_Phenotype_Ontology,Abnormality of urine glucose concentration
phenotype_Human_Phenotype_Ontology,Abnormal cortical bone morphology
phenotype_Human_Phenotype_Ontology,Abnormal waist to hip ratio
phenotype_Human_Phenotype_Ontology,Prolonged bleeding time
phenotype_Human_Phenotype_Ontology,Lens subluxation
phenotype_Human_Phenotype_Ontology,Metamorphopsia
phenotype_Human_Phenotype_Ontology,Stillbirth
phenotype_Human_Phenotype_Ontology,Abnormal hand bone ossification
phenotype_Human_Phenotype_Ontology,Decreased methylcobalamin
phenotype_Human_Phenotype_Ontology,Neoplasm of the lung
phenotype_Human_Phenotype_Ontology,Morphological abnormality of the semicircular canal
phenotype_Human_Phenotype_Ontology,Neoplasm of the rectum
phenotype_Human_Phenotype_Ontology,Generalized osteosclerosis
phenotype_Human_Phenotype_Ontology,Abnormality of blood glucose concentration
phenotype_Human_Phenotype_Ontology,Hypermethioninemia
phenotype_Human_Phenotype_Ontology,Aplasia/Hypoplasia of the nipples
phenotype_Human_Phenotype_Ontology,Hyperactivity
phenotype_Human_Phenotype_Ontology,Psychotic episodes
phenotype_Human_Phenotype_Ontology,Localized hirsutism
phenotype_Human_Phenotype_Ontology,Facial telangiectasia
phenotype_Human_Phenotype_Ontology,Median cleft lip
phenotype_Human_Phenotype_Ontology,Bifid epiglottis
phenotype_Human_Phenotype_Ontology,Left anterior fascicular block
phenotype_Human_Phenotype_Ontology,Cardiac rhabdomyoma
phenotype_Human_Phenotype_Ontology,Rhabdomyoma
phenotype_Human_Phenotype_Ontology,Abnormality of the left ventricular outflow tract
phenotype_Human_Phenotype_Ontology,Abnormality of fatty-acid metabolism
